n° observation,date [HJD],phase,mean AX Vel [mag],std AX Vel [mag],mean AX Vel [ADU],std AX Vel [ADU],mean HD 68395 [mag],std HD 68395 [mag],air mass [x masse zénithale]
1,2459331.884,0.00036252975205570693,8.273537759395875,0.025387438685010956,111824.3,1527.4937388487808,8.098666070234948,0.03604644772401839,1.0813
2,2459350.992,0.36955005057934615,8.019473517441702,0.1444410725268658,3427.6,231.76865860402935,8.756213439240648,0.18508382596452297,1.9480000000000002
3,2459353.925,0.5006041519327482,8.013140872273363,0.04662002096667214,136445.1,5631.823435718765,8.089310741333556,0.021910530078705946,1.413
4,2459354.901,0.877210804493734,8.28092802245001,0.021067399453445376,105014.5,2272.641451409939,8.128118123384926,0.04476410752406007,1.3019999999999998
5,2459355.872,0.2518119736489098,8.319939916832748,0.017255360586464426,105792.5,1155.5468402449092,8.099129960374192,0.018468009645729713,1.204
6,2459356.867,0.6353992513428238,8.172680498676092,0.02019485913447544,121763.4,2069.180847044978,8.082166896130444,0.013566314439769677,1.196
7,2459363.964,0.37230566198068116,8.195980664550335,0.021042018424436083,104853.5,1135.2674917294928,8.083714530116486,0.02601838638438203,2.077
8,2459365.922,0.12779441942639097,8.244653027085203,0.03186713402400389,82500.1,3729.514190883313,8.073431320680031,0.02998983097417204,1.646
